# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-s" "1" "-a" "annotation.gff" "-o" "counts.txt" "SRR10379724.bam" "SRR10379722.bam" "SRR10379725.bam" "SRR10379726.bam" "SRR10379723.bam" "SRR10379721.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379724.bam	SRR10379722.bam	SRR10379725.bam	SRR10379726.bam	SRR10379723.bam	SRR10379721.bam
gene-SAOUHSC_01118	CP000253.1	1074500	1074745	+	246	119	220	106	45	196	341
gene-SAOUHSC_A01079	CP000253.1	1074797	1074952	+	156	24	43	24	5	54	63
gene-SAOUHSC_01119	CP000253.1	1074896	1075081	-	186	1074	443	853	57	619	779
gene-SAOUHSC_A01081	CP000253.1	1075291	1075509	-	219	285	34	375	65	99	44
gene-SAOUHSC_01120	CP000253.1	1075703	1075936	-	234	1808	751	1757	116	708	969
gene-SAOUHSC_01121	CP000253.1	1076413	1077372	-	960	33086	377604	30566	2871	420344	582144
gene-SAOUHSC_01122	CP000253.1	1078045	1078191	+	147	1	5	0	0	5	5
gene-SAOUHSC_01123	CP000253.1	1078148	1078372	+	225	637	1479	333	8	1840	2139
gene-SAOUHSC_01124	CP000253.1	1078816	1079532	-	717	237	468	325	29	674	762
gene-SAOUHSC_01125	CP000253.1	1079640	1080365	-	726	168	290	213	18	347	470
gene-SAOUHSC_01127	CP000253.1	1080460	1081185	-	726	246	354	333	27	370	475
gene-SAOUHSC_01128	CP000253.1	1081623	1082624	+	1002	341	609	379	74	514	686
gene-SAOUHSC_01129	CP000253.1	1082647	1083579	+	933	529	1400	736	166	1435	1913
gene-SAOUHSC_01130	CP000253.1	1083817	1085307	+	1491	2553	2925	3879	1398	2803	3485
gene-SAOUHSC_01131	CP000253.1	1085615	1085842	+	228	1327	630	1172	40	703	844
gene-SAOUHSC_01133	CP000253.1	1086147	1087094	-	948	456	203	665	107	302	316
gene-SAOUHSC_01134	CP000253.1	1087343	1087531	+	189	202	65	234	9	61	119
gene-SAOUHSC_T0006	CP000253.1	1088006	1088079	-	74	482	337	370	93	108	254
gene-SAOUHSC_01135	CP000253.1	1088443	1088577	+	135	1327	12987	1105	154	29587	35641
gene-SAOUHSC_01136	CP000253.1	1088634	1088768	+	135	2273	24868	869	717	44753	56947
gene-SAOUHSC_01137	CP000253.1	1088892	1089587	+	696	999	1440	1392	161	2338	2606
gene-SAOUHSC_01138	CP000253.1	1089696	1090136	-	441	4236	3420	5841	320	3067	4564
gene-SAOUHSC_01139	CP000253.1	1090331	1090558	+	228	1593	2620	1994	72	3541	3880
gene-SAOUHSC_01140	CP000253.1	1090500	1090661	-	162	22	34	26	10	28	50
gene-SAOUHSC_01141	CP000253.1	1090750	1091952	+	1203	7048	16583	6437	826	21563	23387
gene-SAOUHSC_01142	CP000253.1	1092096	1092527	+	432	34346	9058	24026	3580	5793	10191
gene-SAOUHSC_01143	CP000253.1	1092564	1093478	+	915	41428	10156	39341	13636	6695	11509
gene-SAOUHSC_01144	CP000253.1	1093492	1093893	+	402	7439	3265	9449	969	2914	4812
gene-SAOUHSC_01145	CP000253.1	1093874	1096108	+	2235	19303	11899	15908	4246	9974	15154
gene-SAOUHSC_01146	CP000253.1	1096400	1097365	+	966	2301	1313	1510	450	1031	1469
gene-SAOUHSC_01147	CP000253.1	1097367	1098716	+	1350	5946	3479	5526	939	2654	4026
gene-SAOUHSC_01148	CP000253.1	1098732	1100051	+	1320	10226	6200	12916	1854	5127	6802
gene-SAOUHSC_01149	CP000253.1	1100157	1101569	+	1413	53148	23083	68868	5729	16232	23249
gene-SAOUHSC_01150	CP000253.1	1101602	1102774	+	1173	89353	38284	102741	44101	28531	42911
gene-SAOUHSC_01152	CP000253.1	1103160	1103825	+	666	2885	1968	4150	349	1507	2199
gene-SAOUHSC_01153	CP000253.1	1103849	1104517	+	669	18632	14506	21512	1466	13790	16942
gene-SAOUHSC_01154	CP000253.1	1104514	1105077	+	564	21455	21945	20779	5994	18085	23199
gene-SAOUHSC_01155	CP000253.1	1105089	1105379	+	291	6457	5128	4992	519	6694	7030
gene-SAOUHSC_01156	CP000253.1	1105462	1106268	+	807	5510	6415	7488	267	6117	7405
gene-SAOUHSC_01158	CP000253.1	1106292	1106909	+	618	20509	21681	26935	5286	23568	28630
gene-SAOUHSC_01159	CP000253.1	1107130	1109883	+	2754	7738	3788	11323	3068	3015	5049
gene-SAOUHSC_01160	CP000253.1	1110173	1110970	+	798	1904	1090	2418	176	803	1372
gene-SAOUHSC_01161	CP000253.1	1111031	1111240	-	210	3	3	7	0	5	6
gene-SAOUHSC_01162	CP000253.1	1111794	1112285	+	492	1300	1292	1867	167	1473	1388
gene-SAOUHSC_01163	CP000253.1	1112285	1113202	+	918	6144	7828	7433	1474	8148	9083
gene-SAOUHSC_01164	CP000253.1	1113602	1114129	+	528	1701	1204	1250	120	1132	2011
gene-SAOUHSC_01165	CP000253.1	1114347	1115654	+	1308	7209	881	2495	126	960	1366
gene-SAOUHSC_01166	CP000253.1	1115682	1116563	+	882	12078	803	5137	645	830	1191
gene-SAOUHSC_01168	CP000253.1	1116581	1117855	+	1275	17808	1608	7018	1202	1554	2116
gene-SAOUHSC_01169	CP000253.1	1117857	1118957	+	1101	13696	1341	4287	315	1311	1902
gene-SAOUHSC_01170	CP000253.1	1118950	1122123	+	3174	35398	4715	17102	4097	5805	7192
gene-SAOUHSC_01171	CP000253.1	1122233	1122925	+	693	5124	1247	3193	317	1486	1780
gene-SAOUHSC_01172	CP000253.1	1122925	1123536	+	612	4142	1121	2164	284	1560	1842
gene-SAOUHSC_01173	CP000253.1	1123566	1123778	+	213	2523	1363	3044	159	1583	2061
gene-SAOUHSC_01174	CP000253.1	1124215	1124616	+	402	2668	2419	2417	640	2235	3142
gene-SAOUHSC_01175	CP000253.1	1124879	1126576	-	1698	7070	8602	5893	492	6374	9912
gene-SAOUHSC_01176	CP000253.1	1126851	1127474	+	624	19190	5476	24556	1941	4999	6094
gene-SAOUHSC_01177	CP000253.1	1127474	1127692	+	219	5713	2289	7061	747	1987	2475
gene-SAOUHSC_01178	CP000253.1	1127908	1129107	+	1200	2963	2418	3408	527	1913	2919
gene-SAOUHSC_01179	CP000253.1	1129107	1131515	+	2409	6083	5482	6715	1812	5183	7198
gene-SAOUHSC_01180	CP000253.1	1132021	1132974	+	954	450	733	453	22	762	972
gene-SAOUHSC_01181	CP000253.1	1133137	1133415	-	279	13090	6347	15608	2046	3332	5901
gene-SAOUHSC_01182	CP000253.1	1133639	1134127	+	489	1697	1917	2402	152	1992	2312
gene-SAOUHSC_01183	CP000253.1	1134120	1135055	+	936	4305	5687	6445	1204	5791	6613
gene-SAOUHSC_01184	CP000253.1	1135052	1136359	+	1308	5699	6413	7880	1129	7149	8592
gene-SAOUHSC_01185	CP000253.1	1136362	1137456	+	1095	6653	7182	9315	1634	7684	8862
gene-SAOUHSC_01186	CP000253.1	1137463	1138206	+	744	3625	3997	5783	1792	4336	4609
gene-SAOUHSC_01187	CP000253.1	1138203	1140197	+	1995	11479	19611	14366	2640	26322	29161
gene-SAOUHSC_01188	CP000253.1	1140443	1141300	+	858	3082	2206	3473	374	2055	2724
gene-SAOUHSC_01189	CP000253.1	1141301	1141945	+	645	2492	2086	2267	221	2057	2668
gene-SAOUHSC_01190	CP000253.1	1141952	1142593	+	642	2786	2676	3089	499	2938	3664
gene-SAOUHSC_01191	CP000253.1	1142974	1143162	-	189	132773	77561	107306	33131	43639	81655
gene-SAOUHSC_01192	CP000253.1	1143605	1143979	+	375	3278	4557	3839	489	3936	5345
gene-SAOUHSC_01193	CP000253.1	1143994	1145640	+	1647	13808	16338	12626	2297	15067	21972
gene-SAOUHSC_01194	CP000253.1	1145830	1147890	+	2061	7326	4049	7038	808	2534	4701
gene-SAOUHSC_01196	CP000253.1	1148093	1148665	+	573	10181	2768	10265	1109	1879	3026
gene-SAOUHSC_01197	CP000253.1	1148670	1149656	+	987	18980	5433	19638	6629	3374	5096
gene-SAOUHSC_01198	CP000253.1	1149649	1150575	+	927	20830	5689	18835	3892	3705	5519
gene-SAOUHSC_01199	CP000253.1	1150568	1151302	+	735	22207	5920	21054	5663	3804	5887
gene-SAOUHSC_01200	CP000253.1	1151425	1151523	-	99	16	2	12	0	2	10
gene-SAOUHSC_01201	CP000253.1	1151545	1151778	+	234	28966	5134	20536	2407	3518	6364
gene-SAOUHSC_01203	CP000253.1	1151894	1152625	+	732	1355	567	1618	319	504	662
gene-SAOUHSC_01204	CP000253.1	1152772	1156338	+	3567	5568	3949	6435	709	3410	4794
gene-SAOUHSC_01205	CP000253.1	1156338	1157588	+	1251	2689	2134	3418	831	2130	2649
gene-SAOUHSC_01206	CP000253.1	1157575	1157907	+	333	947	624	2000	95	771	836
gene-SAOUHSC_01207	CP000253.1	1157933	1159300	+	1368	12049	9309	14704	2223	8204	11433
gene-SAOUHSC_01208	CP000253.1	1159735	1160010	+	276	4344	9658	5026	1146	9235	15091
gene-SAOUHSC_01209	CP000253.1	1160198	1160701	+	504	601	1687	728	77	1924	2364
gene-SAOUHSC_01210	CP000253.1	1160701	1161438	+	738	1289	4345	1449	414	4708	5830
gene-SAOUHSC_01211	CP000253.1	1161541	1161891	+	351	54052	100146	17800	4318	88736	119927
gene-SAOUHSC_01212	CP000253.1	1162045	1162206	+	162	13	19	3	0	18	24
gene-SAOUHSC_01213	CP000253.1	1162135	1164741	-	2607	3209	2460	3970	315	2311	3195
gene-SAOUHSC_01214	CP000253.1	1165142	1166026	+	885	2137	1690	2974	393	1441	2034
gene-SAOUHSC_01215	CP000253.1	1166010	1166777	+	768	2357	2261	3388	909	2381	2967
gene-SAOUHSC_01216	CP000253.1	1166886	1168052	+	1167	29057	37994	36379	20308	24944	34829
gene-SAOUHSC_01218	CP000253.1	1168074	1168982	+	909	29120	44575	32923	18008	31182	44868
gene-SAOUHSC_01219	CP000253.1	1169209	1170327	+	1119	342	1045	288	34	1165	1448
gene-SAOUHSC_01220	CP000253.1	1170355	1171599	+	1245	370	824	366	23	1158	1342
gene-SAOUHSC_01221	CP000253.1	1171904	1172644	+	741	121	101	137	19	132	142
gene-SAOUHSC_01222	CP000253.1	1172818	1174893	+	2076	21534	17022	33637	9501	15872	18636
gene-SAOUHSC_01223	CP000253.1	1175049	1176356	+	1308	15311	15591	25951	8928	16563	19258
gene-SAOUHSC_01224	CP000253.1	1176773	1177669	+	897	6888	3605	8786	1610	2117	3460
gene-SAOUHSC_01225	CP000253.1	1177666	1178211	+	546	6506	4474	8095	3271	2525	3985
gene-SAOUHSC_01226	CP000253.1	1178277	1179680	+	1404	18224	11449	21995	4091	7155	10887
gene-SAOUHSC_01228	CP000253.1	1179705	1180478	+	774	13377	6172	16708	1963	4206	6686
gene-SAOUHSC_01230	CP000253.1	1180529	1180621	+	93	59	37	48	14	23	41
gene-SAOUHSC_01232	CP000253.1	1180857	1181588	+	732	35043	244557	27280	3688	243006	281698
gene-SAOUHSC_01233	CP000253.1	1181622	1181735	+	114	2097	8164	2307	114	12429	11942
gene-SAOUHSC_01234	CP000253.1	1181770	1182651	+	882	35088	119126	28679	5796	115934	144202
gene-SAOUHSC_01235	CP000253.1	1182788	1183510	+	723	2277	2676	2305	725	2385	3579
gene-SAOUHSC_01236	CP000253.1	1183529	1184083	+	555	4058	5183	4022	706	5346	7255
gene-SAOUHSC_01237	CP000253.1	1184456	1185226	+	771	2460	1586	2942	250	1422	1689
gene-SAOUHSC_01238	CP000253.1	1185233	1186015	+	783	2062	1781	1914	362	1698	2181
gene-SAOUHSC_01239	CP000253.1	1186354	1187538	+	1185	6473	4244	8354	1238	4065	5794
gene-SAOUHSC_01240	CP000253.1	1187558	1189261	+	1704	17582	11211	19431	4380	10328	14810
gene-SAOUHSC_01241	CP000253.1	1189525	1193835	+	4311	18428	26564	18206	4248	28339	37399
gene-SAOUHSC_01242	CP000253.1	1194125	1194592	+	468	2650	5620	2919	431	5057	6725
gene-SAOUHSC_01243	CP000253.1	1194613	1195788	+	1176	6832	13575	4256	1351	11461	16001
gene-SAOUHSC_01244	CP000253.1	1195809	1196093	+	285	1558	2517	1439	362	2678	3321
gene-SAOUHSC_01245	CP000253.1	1196090	1196407	+	318	1785	3009	1856	383	2909	3724
gene-SAOUHSC_01246	CP000253.1	1196412	1198529	+	2118	29668	40288	24921	5615	37187	51334
gene-SAOUHSC_01247	CP000253.1	1198915	1199265	+	351	5188	6941	6355	1321	6377	8612
gene-SAOUHSC_01248	CP000253.1	1199434	1200351	+	918	2843	1630	3640	982	1201	1682
gene-SAOUHSC_01249	CP000253.1	1200366	1201337	+	972	6832	4335	7014	914	3115	5195
gene-SAOUHSC_01250	CP000253.1	1201452	1201721	+	270	38979	66998	36882	3371	78289	102804
gene-SAOUHSC_01251	CP000253.1	1202091	1204187	+	2097	33386	30485	37143	11200	26373	33863
gene-SAOUHSC_01252	CP000253.1	1204525	1206096	+	1572	26378	25197	27622	6411	24475	35629
gene-SAOUHSC_01253	CP000253.1	1206478	1208721	+	2244	14958	9369	14235	3739	7266	11861
gene-SAOUHSC_01254	CP000253.1	1208726	1209439	+	714	2994	1532	2602	927	1043	1653
gene-SAOUHSC_01255	CP000253.1	1209470	1210735	+	1266	615	826	629	63	852	1143
gene-SAOUHSC_01256	CP000253.1	1210735	1212021	+	1287	1394	1858	1705	341	1761	2409
gene-SAOUHSC_01257	CP000253.1	1212021	1212725	+	705	1223	1658	1232	599	1420	2047
gene-SAOUHSC_01258	CP000253.1	1212830	1213657	+	828	5310	4274	7613	1315	4299	5477
gene-SAOUHSC_01259	CP000253.1	1213676	1214068	+	393	3100	2503	3626	1827	2551	3465
gene-SAOUHSC_01260	CP000253.1	1214102	1214680	+	579	3922	3230	5343	472	3597	4842
gene-SAOUHSC_01261	CP000253.1	1214907	1216058	+	1152	3367	1922	3526	330	1747	2444
gene-SAOUHSC_01262	CP000253.1	1216298	1217266	+	969	46514	52090	37204	10892	53322	71043
gene-SAOUHSC_01263	CP000253.1	1217620	1219179	+	1560	68265	113829	67239	12531	105477	121372
gene-SAOUHSC_01264	CP000253.1	1219476	1219691	-	216	1407	1243	972	32	561	1520
gene-SAOUHSC_01265	CP000253.1	1219865	1220662	+	798	5530	2053	6072	1234	1523	2229
gene-SAOUHSC_01266	CP000253.1	1220802	1222562	+	1761	8931	7596	12690	2450	6080	8121
gene-SAOUHSC_01267	CP000253.1	1222563	1223429	+	867	5909	4658	8011	2161	4224	5510
gene-SAOUHSC_01268	CP000253.1	1223523	1223816	+	294	580	185	780	46	130	202
gene-SAOUHSC_01269	CP000253.1	1223950	1225494	+	1545	10061	6651	11550	1198	8188	9249
gene-SAOUHSC_01270	CP000253.1	1225495	1225860	+	366	3389	3180	5789	602	3975	4250
gene-SAOUHSC_01271	CP000253.1	1225887	1226378	+	492	3566	3539	3381	758	4187	4991
gene-SAOUHSC_01272	CP000253.1	1226777	1229299	+	2523	5011	3040	6466	928	2875	4184
gene-SAOUHSC_01273	CP000253.1	1229312	1231321	+	2010	4571	2885	6028	960	3210	4389
gene-SAOUHSC_01274	CP000253.1	1231327	1231869	+	543	1343	965	2155	222	1336	1487
gene-SAOUHSC_01275	CP000253.1	1232334	1233152	+	819	28311	3847	19797	11289	2549	4523
gene-SAOUHSC_01276	CP000253.1	1233281	1234777	+	1497	12896	4399	12207	3650	2829	4115
gene-SAOUHSC_01278	CP000253.1	1234935	1236608	+	1674	63050	2524	12954	7754	1933	2326
gene-SAOUHSC_01279	CP000253.1	1236758	1237672	+	915	1668	323	1965	217	235	405
gene-SAOUHSC_01280	CP000253.1	1237690	1238625	+	936	2523	1673	2196	277	1312	1905
gene-SAOUHSC_01281	CP000253.1	1238640	1238873	+	234	1331	1100	657	108	777	1266
gene-SAOUHSC_01282	CP000253.1	1239095	1239571	-	477	3287	1587	3973	965	886	1821
gene-SAOUHSC_01283	CP000253.1	1239683	1240921	+	1239	1868	2095	2078	371	1900	2335
gene-SAOUHSC_01284	CP000253.1	1240940	1242178	+	1239	2456	3492	3038	351	3254	4342
gene-SAOUHSC_01285	CP000253.1	1242421	1242789	+	369	9113	2594	8063	671	1766	2642
gene-SAOUHSC_01287	CP000253.1	1242808	1244148	+	1341	48087	13692	41439	6407	11264	15863
gene-SAOUHSC_01288	CP000253.1	1244641	1244838	+	198	112	72	66	16	58	80
gene-SAOUHSC_01289	CP000253.1	1245527	1245751	+	225	10	2	19	1	4	12
gene-SAOUHSC_01290	CP000253.1	1246045	1246251	+	207	107	36	101	4	60	59
gene-SAOUHSC_01291	CP000253.1	1246952	1247062	+	111	26	9	69	7	11	15
gene-SAOUHSC_01292	CP000253.1	1247490	1247675	+	186	55	66	80	2	64	80
gene-SAOUHSC_01293	CP000253.1	1248187	1248291	+	105	8	4	2	0	1	5
gene-SAOUHSC_01294	CP000253.1	1248246	1248419	+	174	9	4	10	1	12	14
gene-SAOUHSC_01295	CP000253.1	1248420	1248671	+	252	182	64	263	8	100	114
gene-SAOUHSC_01296	CP000253.1	1248717	1249301	+	585	79	29	85	22	28	23
gene-SAOUHSC_01297	CP000253.1	1249422	1249670	+	249	78	4	163	8	4	9
gene-SAOUHSC_01298	CP000253.1	1249705	1249827	+	123	0	1	1	0	2	2
gene-SAOUHSC_01299	CP000253.1	1249800	1249901	+	102	3	4	2	0	3	9
gene-SAOUHSC_01300	CP000253.1	1249947	1250213	+	267	17	5	11	0	14	19
gene-SAOUHSC_01301	CP000253.1	1250210	1250347	+	138	284	42	435	16	106	63
gene-SAOUHSC_01302	CP000253.1	1250550	1250684	+	135	166	33	225	100	28	52
gene-SAOUHSC_01303	CP000253.1	1250775	1251065	+	291	231	26	264	23	43	39
gene-SAOUHSC_01304	CP000253.1	1251076	1251270	+	195	646	176	316	24	219	355
gene-SAOUHSC_01305	CP000253.1	1251320	1251661	+	342	295	42	405	37	112	71
gene-SAOUHSC_01306	CP000253.1	1251668	1251859	+	192	68	7	82	10	11	6
gene-SAOUHSC_01307	CP000253.1	1252408	1253433	-	1026	947	1073	862	243	1070	1507
gene-SAOUHSC_01309	CP000253.1	1253699	1254025	-	327	5	16	8	0	23	30
gene-SAOUHSC_01310	CP000253.1	1253958	1255439	+	1482	5078	1168	6869	1106	943	1649
gene-SAOUHSC_01311	CP000253.1	1255614	1256522	+	909	86	48	166	9	66	78
gene-SAOUHSC_01312	CP000253.1	1256491	1257222	+	732	88	40	232	3	98	86
gene-SAOUHSC_01313	CP000253.1	1257226	1258317	+	1092	708	639	1166	71	995	1034
gene-SAOUHSC_01314	CP000253.1	1258314	1258916	+	603	910	1106	1357	71	1561	1847
gene-SAOUHSC_01315	CP000253.1	1259029	1259217	-	189	74	18	124	15	41	24
gene-SAOUHSC_01316	CP000253.1	1259356	1259889	+	534	441	569	594	78	699	878
gene-SAOUHSC_01317	CP000253.1	1260032	1260886	-	855	5121	2982	5968	315	2369	3843
gene-SAOUHSC_01318	CP000253.1	1261217	1261792	+	576	2352	1419	2546	125	1357	2268
gene-SAOUHSC_01319	CP000253.1	1261846	1263228	-	1383	13636	2504	16320	1853	3185	3434
gene-SAOUHSC_01320	CP000253.1	1263419	1264699	+	1281	46076	12564	86965	12677	13168	14555
gene-SAOUHSC_01321	CP000253.1	1264705	1265766	+	1062	41070	12150	52659	6006	15069	16900
gene-SAOUHSC_01322	CP000253.1	1265768	1266682	+	915	33280	8627	43455	3175	8654	11092
gene-SAOUHSC_01323	CP000253.1	1266740	1267543	+	804	29858	8455	33109	3563	8821	12235
gene-SAOUHSC_01324	CP000253.1	1267836	1268150	-	315	2503	1260	2452	158	989	1397
gene-SAOUHSC_01325	CP000253.1	1268125	1268229	-	105	0	0	8	0	4	1
gene-SAOUHSC_01326	CP000253.1	1268368	1269822	-	1455	24233	5275	33793	5353	4817	6263
gene-SAOUHSC_01327	CP000253.1	1270122	1271543	+	1422	75877	25962	92773	23849	17127	29279
gene-SAOUHSC_01328	CP000253.1	1271634	1271783	+	150	18780	21363	30657	3407	15569	25284
gene-SAOUHSC_01329	CP000253.1	1272237	1272506	+	270	891	5888	1074	43	5848	10112
gene-SAOUHSC_01330	CP000253.1	1272663	1273640	+	978	834	2479	540	105	2228	2778
gene-SAOUHSC_01331	CP000253.1	1273637	1273741	-	105	7	4	11	2	3	8
gene-SAOUHSC_01332	CP000253.1	1273815	1274678	+	864	2565	3441	2935	252	3303	4009
gene-SAOUHSC_01333	CP000253.1	1275058	1275681	-	624	29101	27252	29996	4743	27834	35372
gene-SAOUHSC_01334	CP000253.1	1275824	1276057	+	234	2063	14108	2395	103	14889	19083
gene-SAOUHSC_01336	CP000253.1	1276193	1276432	+	240	1602	2943	2189	181	4163	4793
gene-SAOUHSC_01337	CP000253.1	1276664	1278541	+	1878	61974	69503	66182	22951	69544	94407
gene-SAOUHSC_01338	CP000253.1	1278774	1279061	+	288	4244	5150	5858	308	4974	6305
gene-SAOUHSC_01339	CP000253.1	1279048	1279146	+	99	3	12	7	1	9	14
gene-SAOUHSC_01340	CP000253.1	1279279	1279707	+	429	1850	2008	1785	81	1905	2430
gene-SAOUHSC_01341	CP000253.1	1279831	1280952	+	1122	467	1464	564	53	1834	2147
gene-SAOUHSC_01342	CP000253.1	1280956	1283799	+	2844	2358	5790	2706	455	9552	10804
gene-SAOUHSC_01343	CP000253.1	1283879	1283986	+	108	324	742	260	52	1251	1493
gene-SAOUHSC_01344	CP000253.1	1284016	1284504	+	489	38	89	41	2	113	145
gene-SAOUHSC_01346	CP000253.1	1284623	1286269	+	1647	8066	10098	6672	1522	11880	12644
gene-SAOUHSC_01347	CP000253.1	1287161	1289866	+	2706	18476	11844	21459	4400	8397	13514
gene-SAOUHSC_01348	CP000253.1	1290046	1290513	+	468	2827	3225	3095	227	3860	4542
gene-SAOUHSC_01349	CP000253.1	1290720	1291016	-	297	2218	864	2413	579	745	1117
gene-SAOUHSC_01350	CP000253.1	1291392	1292000	-	609	8549	2069	6721	1550	1971	2931
gene-SAOUHSC_01351	CP000253.1	1292206	1294197	+	1992	9831	11403	12031	3615	11392	13751
gene-SAOUHSC_01352	CP000253.1	1294197	1296599	+	2403	15090	18979	16867	2648	22002	24508
gene-SAOUHSC_01353	CP000253.1	1296727	1296825	-	99	7	13	2	0	14	19
gene-SAOUHSC_01354	CP000253.1	1296849	1298309	+	1461	14703	10129	14167	6713	9775	11986
gene-SAOUHSC_01356	CP000253.1	1298809	1299660	+	852	3746	800	4020	212	576	1046
gene-SAOUHSC_01357	CP000253.1	1299635	1299802	+	168	564	84	785	13	94	138
gene-SAOUHSC_01358	CP000253.1	1299795	1301003	+	1209	14805	5383	18934	892	3975	7392
gene-SAOUHSC_01359	CP000253.1	1301484	1304006	+	2523	30442	8728	38554	1358	7400	10082
gene-SAOUHSC_01360	CP000253.1	1304209	1304718	-	510	5670	3404	8513	1045	3332	4625
gene-SAOUHSC_01361	CP000253.1	1304855	1305838	+	984	5181	9714	5197	1230	11794	12315
gene-SAOUHSC_01362	CP000253.1	1305926	1306111	-	186	2815	806	3907	1108	654	1058
gene-SAOUHSC_01363	CP000253.1	1306259	1307521	+	1263	2863	26623	1690	157	27674	37586
gene-SAOUHSC_01364	CP000253.1	1307658	1308749	-	1092	4451	665	5791	701	364	687
gene-SAOUHSC_01365	CP000253.1	1308914	1309945	+	1032	4867	45314	4912	507	60583	73048
gene-SAOUHSC_01366	CP000253.1	1310437	1311843	+	1407	362	332	613	67	166	378
gene-SAOUHSC_01367	CP000253.1	1311840	1312406	+	567	193	176	298	149	70	152
gene-SAOUHSC_01368	CP000253.1	1312412	1313410	+	999	459	270	701	166	142	230
gene-SAOUHSC_01369	CP000253.1	1313412	1314194	+	783	423	220	919	73	89	177
gene-SAOUHSC_01370	CP000253.1	1314194	1314826	+	633	321	149	746	105	76	127
gene-SAOUHSC_01371	CP000253.1	1314819	1316033	+	1215	779	337	1514	491	217	376
gene-SAOUHSC_01372	CP000253.1	1316026	1316754	+	729	981	659	1797	497	597	940
gene-SAOUHSC_01373	CP000253.1	1317076	1318338	+	1263	13647	5455	13864	1213	3659	7163
gene-SAOUHSC_01374	CP000253.1	1318357	1319616	+	1260	18514	9001	19896	3007	6129	11716
gene-SAOUHSC_01375	CP000253.1	1320299	1321066	+	768	1516	850	1984	179	842	1173
gene-SAOUHSC_01376	CP000253.1	1321114	1321587	-	474	1956	1762	2806	379	1573	2374
gene-SAOUHSC_01377	CP000253.1	1321711	1322412	-	702	1248	1408	1299	131	1501	1982
gene-SAOUHSC_01378	CP000253.1	1322405	1323178	-	774	602	789	858	124	915	1143
gene-SAOUHSC_01379	CP000253.1	1323165	1323995	-	831	539	624	608	102	635	969
gene-SAOUHSC_01380	CP000253.1	1323988	1324974	-	987	771	722	937	52	669	939
gene-SAOUHSC_01381	CP000253.1	1325145	1325330	-	186	24	17	6	3	6	41
gene-SAOUHSC_01382	CP000253.1	1325278	1325622	-	345	52	10	84	11	26	36
gene-SAOUHSC_01383	CP000253.1	1325827	1327641	+	1815	2567	2603	2830	471	2013	3989
gene-SAOUHSC_01384	CP000253.1	1327781	1328422	-	642	435	541	435	26	628	904
gene-SAOUHSC_01385	CP000253.1	1328429	1329280	-	852	248	337	307	41	309	473
gene-SAOUHSC_01386	CP000253.1	1329327	1330244	-	918	183	232	129	56	260	291
gene-SAOUHSC_01387	CP000253.1	1330246	1331172	-	927	60	112	66	14	136	154
gene-SAOUHSC_01388	CP000253.1	1331232	1331339	-	108	8	10	2	1	11	25
gene-SAOUHSC_01389	CP000253.1	1331363	1332346	-	984	53	111	51	18	158	194
gene-SAOUHSC_A01332	CP000253.1	1332694	1332855	-	162	58	76	137	167	55	119
gene-SAOUHSC_01390	CP000253.1	1332886	1333182	+	297	24	17	45	24	15	30
gene-SAOUHSC_01391	CP000253.1	1333318	1334220	-	903	6907	8084	5972	1275	8792	11289
gene-SAOUHSC_01392	CP000253.1	1334367	1335968	+	1602	8609	9038	10856	1242	11829	11721
gene-SAOUHSC_01394	CP000253.1	1336828	1338033	+	1206	111937	9592	195237	30740	13039	13025
gene-SAOUHSC_01395	CP000253.1	1338097	1339086	+	990	77419	9119	177798	17990	13761	12983
gene-SAOUHSC_01396	CP000253.1	1339088	1339975	+	888	48861	7552	112777	10230	10794	10698
gene-SAOUHSC_01397	CP000253.1	1340002	1340694	+	693	41053	8059	88764	6544	11034	10962
gene-SAOUHSC_01398	CP000253.1	1340721	1341440	+	720	37087	7982	67271	16513	11199	11435
gene-SAOUHSC_01399	CP000253.1	1341583	1342734	+	1152	22880	1511	38664	3859	1656	2075
gene-SAOUHSC_01400	CP000253.1	1342739	1343824	+	1086	20144	1911	34119	2500	2346	2863
gene-SAOUHSC_01401	CP000253.1	1343814	1345079	+	1266	25108	5262	45952	3800	6617	7907
gene-SAOUHSC_01402	CP000253.1	1345319	1345720	-	402	43	19	46	18	17	20
gene-SAOUHSC_01403	CP000253.1	1345917	1346117	-	201	40476	12737	35383	9508	8526	14670
gene-SAOUHSC_01404	CP000253.1	1346152	1346340	+	189	10	7	4	0	6	10
gene-SAOUHSC_01405	CP000253.1	1346288	1346596	-	309	3262	936	3980	396	703	1691
gene-SAOUHSC_01406	CP000253.1	1346759	1347028	+	270	2557	1462	3769	368	857	1865
gene-SAOUHSC_01407	CP000253.1	1347047	1347676	+	630	7782	4095	8129	578	2838	5572
gene-SAOUHSC_01408	CP000253.1	1347708	1348844	+	1137	14391	9409	16271	1241	6073	12323
gene-SAOUHSC_01409	CP000253.1	1348900	1349016	-	117	0	4	0	1	0	4
